tool		SPF Saturday 26 July 2025 04:22:44 AM IST	SPF Saturday 26 July 2025 04:22:44 AM IST	SPF Saturday 26 July 2025 04:22:44 AM IST	SPF Saturday 26 July 2025 04:22:44 AM IST
run set		SV-COMP25_runtime-exception.RuntimeException-Java	SV-COMP25_runtime-exception.RuntimeException-Java	SV-COMP25_runtime-exception.RuntimeException-Java	SV-COMP25_runtime-exception.RuntimeException-Java
sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
float-nonlinear-calculation/coral46.yml	true	unknown	2.277349	2.2907147829992027	78.352384
float-nonlinear-calculation/coral48.yml	true	true	2.786027	2.809909826999501	79.622144
float-nonlinear-calculation/coral49.yml	true	unknown	2.36665	2.3784424289997332	77.619200
float-nonlinear-calculation/coral5.yml	true	true	2.224198	2.237716045000525	78.155776
float-nonlinear-calculation/coral50.yml	true	unknown	2.282573	2.305489829999715	77.533184
float-nonlinear-calculation/coral51.yml	true	unknown	2.322541	2.350708781999856	78.811136
float-nonlinear-calculation/coral52.yml	true	unknown	2.731646	2.7499489800002266	78.086144
float-nonlinear-calculation/coral53.yml	true	unknown	2.537213	2.5527837589997944	77.832192
float-nonlinear-calculation/coral54.yml	true	unknown	2.50657	2.5196456280000348	79.007744
float-nonlinear-calculation/coral55.yml	true	true	2.348004	2.412430886999573	78.061568
float-nonlinear-calculation/coral56.yml	true	true	2.354123	2.3818607450002673	77.869056
float-nonlinear-calculation/coral57.yml	true	true	2.336773	2.3505828269999256	82.198528
float-nonlinear-calculation/coral58.yml	true	true	2.725267	2.729295672000262	78.028800
float-nonlinear-calculation/coral59.yml	true	true	2.293494	2.3075475739997273	78.036992
float-nonlinear-calculation/coral6.yml	true	unknown	2.33004	2.3641459760001453	79.917056
float-nonlinear-calculation/coral60.yml	true	true	2.326218	2.3390332310000304	78.249984
float-nonlinear-calculation/coral61.yml	true	true	2.3577	2.3715003939996677	78.123008
float-nonlinear-calculation/coral62.yml	true	true	2.757354	2.773334298000009	79.949824
float-nonlinear-calculation/coral63.yml	true	true	2.50213	2.5291508719992635	78.729216
float-nonlinear-calculation/coral64.yml	true	true	2.462172	2.4918292260008457	78.282752
float-nonlinear-calculation/coral65.yml	true	true	2.471993	2.4917547639997792	78.708736
float-nonlinear-calculation/coral66.yml	true	true	2.281043	2.2847617979996357	79.523840
float-nonlinear-calculation/coral67.yml	true	true	2.280619	2.2856012499996723	77.860864
float-nonlinear-calculation/coral68.yml	true	true	2.793514	2.8063327580002806	78.065664
float-nonlinear-calculation/coral69.yml	true	true	2.383982	2.4222929489997114	81.309696
float-nonlinear-calculation/coral71.yml	true	unknown	2.308963	2.3279190009998274	81.936384
float-nonlinear-calculation/coral72.yml	true	unknown	2.295747	2.299308931000269	78.991360
float-nonlinear-calculation/coral73.yml	true	unknown	2.428123	2.438136360000499	77.688832
float-nonlinear-calculation/coral74.yml	true	unknown	2.284705	2.3128520910004227	77.377536
float-nonlinear-calculation/coral75.yml	true	unknown	2.285544	2.3054689310001777	79.777792
float-nonlinear-calculation/coral76.yml	true	true	2.742276	2.7560855849997097	78.745600
float-nonlinear-calculation/coral77.yml	true	true	2.31895	2.3324525190000713	77.725696
float-nonlinear-calculation/coral79.yml	true	true	2.305789	2.320480817000316	77.819904
float-nonlinear-calculation/coral80.yml	true	true	2.355637	2.3857431200003703	77.049856
float-nonlinear-calculation/coral81.yml	true	unknown	2.375581	2.3899663960000908	78.131200
float-nonlinear-calculation/coral84.yml	true	unknown	2.796777	2.8050294240001676	78.970880
float-nonlinear-calculation/coral9.yml	true	unknown	2.343948	2.363028765999843	78.548992
float-nonlinear-calculation/coral91.yml	true	true	2.324637	2.422272024999984	88.326144
