tool		SPF Monday 11 August 2025 06:41:43 PM IST	SPF Monday 11 August 2025 06:41:43 PM IST	SPF Monday 11 August 2025 06:41:43 PM IST	SPF Monday 11 August 2025 06:41:43 PM IST
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
jpf-regression/ExSymExe4_true.yml	true	true	1.535496	1.5554589989999386	52.600832
jpf-regression/ExSymExe5_false.yml	false	false	1.760028	1.773189769000055	100.061184
jpf-regression/ExSymExe5_true.yml	true	true	1.588188	1.601393870000038	55.390208
jpf-regression/ExSymExe6_false.yml	false	unknown	2.316402	2.320150005000187	102.830080
jpf-regression/ExSymExe6_true.yml	true	true	1.953378	1.9743417890001638	53.620736
jpf-regression/ExSymExe7_false.yml	false	unknown	1.922327	1.9255238160001227	127.795200
jpf-regression/ExSymExe7_true.yml	true	unknown	1.980377	1.991962650000005	133.107712
jpf-regression/ExSymExe8_false.yml	false	unknown	1.760591	1.7640304710000692	127.184896
jpf-regression/ExSymExe8_true.yml	true	true	1.51402	1.5352629910000815	54.964224
jpf-regression/ExSymExe9_false.yml	false	false	1.523375	1.5329361529998096	53.178368
jpf-regression/ExSymExe9_true.yml	true	true	1.935866	1.9583301190000384	52.887552
jpf-regression/ExSymExeArrays_false.yml	false	false	1.524934	1.537539666000157	53.628928
jpf-regression/ExSymExeArrays_true.yml	true	true	1.938135	1.961253953999858	52.412416
jpf-regression/ExSymExeBool_false.yml	false	false	1.490461	1.5127449530000376	53.891072
jpf-regression/ExSymExeBool_true.yml	true	true	1.528969	1.550935976999881	53.043200
jpf-regression/ExSymExeComplexMath_false.yml	false	false	1.542869	1.5638428780000595	55.508992
jpf-regression/ExSymExeComplexMath_true.yml	true	true	1.527524	1.5307525000000624	52.473856
jpf-regression/ExSymExeD2I_false.yml	false	false	1.50923	1.5313268059999245	53.411840
jpf-regression/ExSymExeD2I_true.yml	true	true	1.616904	1.634020314999816	77.766656
jpf-regression/ExSymExeD2L_false.yml	false	true	2.052677	2.0577836569998453	80.261120
jpf-regression/ExSymExeD2L_true.yml	true	true	2.156719	2.168850277999809	78.467072
jpf-regression/ExSymExeF2I_false.yml	false	false	1.542736	1.5540440299998863	53.993472
jpf-regression/ExSymExeF2I_true.yml	true	true	1.5615	1.564617490999808	77.828096
jpf-regression/ExSymExeF2L_false.yml	false	true	1.646017	1.6489546489999611	77.873152
jpf-regression/ExSymExeF2L_true.yml	true	true	1.688828	1.7030252510000992	88.064000
jpf-regression/ExSymExeFNEG_false.yml	false	true	2.052469	2.0653264080001463	79.245312
jpf-regression/ExSymExeFNEG_true.yml	true	true	2.139542	2.1427789189999658	83.079168
jpf-regression/ExSymExeGetStatic_false.yml	false	false	1.5935	1.6146196219999638	52.994048
jpf-regression/ExSymExeGetStatic_true.yml	true	true	1.471484	1.4743245540000771	52.568064
jpf-regression/ExSymExeI2D_false.yml	false	true	1.781934	1.7950141369999528	99.905536
jpf-regression/ExSymExeI2D_true.yml	true	true	1.920968	1.923796540000012	114.782208
jpf-regression/ExSymExeI2F_false.yml	false	false	1.917688	1.9377713779999794	53.473280
jpf-regression/ExSymExeI2F_true.yml	true	true	1.891164	1.9055200049999712	100.036608
jpf-regression/ExSymExeLCMP_false.yml	false	false	1.770751	1.7842305219999162	100.446208
jpf-regression/ExSymExeLCMP_true.yml	true	true	2.366375	2.3695162999999866	100.876288
jpf-regression/ExSymExeLongBytecodes_false.yml	false	false	1.860387	1.8779669299999568	107.511808
jpf-regression/ExSymExeLongBytecodes_true.yml	true	true	1.977189	1.9802470049999101	110.370816
jpf-regression/ExSymExeResearch_false.yml	false	false	2.471768	2.4897912470000847	109.719552
jpf-regression/ExSymExeResearch_true.yml	true	true	2.059583	2.0720366960001684	110.612480
jpf-regression/ExSymExeSimple_false.yml	false	false	1.850884	1.8637870140000814	100.577280
jpf-regression/ExSymExeSimple_true.yml	true	true	1.932847	1.9450440719999733	101.343232
jpf-regression/ExSymExeSuzette_false.yml	false	false	2.506232	2.519715996000059	102.285312
jpf-regression/ExSymExeSuzette_true.yml	true	true	1.895672	1.901648995999949	109.576192
jpf-regression/ExSymExeSwitch_false.yml	false	false	1.814458	1.8270147620000898	100.929536
jpf-regression/ExSymExeSwitch_true.yml	true	true	1.972091	1.9842030400000112	115.351552
jpf-regression/ExSymExeTestAssignments_false.yml	false	false	2.216889	2.228473469000164	100.773888
jpf-regression/ExSymExeTestAssignments_true.yml	true	true	1.807684	1.810458662999963	100.720640
jpf-regression/ExSymExeTestClassFields_false.yml	false	false	1.819362	1.831221972000094	100.466688
jpf-regression/ExSymExeTestClassFields_true.yml	true	true	2.382097	2.3854797110000163	100.249600
jpf-regression/ExSymExe_false.yml	false	false	1.646562	1.66665292100015	55.291904
jpf-regression/ExSymExe_true.yml	true	true	1.629753	1.6393298889997823	53.800960
jpf-regression/TestLazy_false.yml	false	false	1.833329	1.8453418260000944	100.167680
jpf-regression/TestLazy_true.yml	true	true	2.306459	2.318128205999983	100.745216
java-ranger-regression/LoopCharAt.yml	false	true	9.394725	9.39831785299998	119.525376
java-ranger-regression/TCAS_prop1.yml	false	false	13.566131	13.570170705999999	134.565888
